text,sentiment,source,label
“ندمت على اختيار الفندق”. أخلاق الموظفين. لكن ماذا تفيد مع ضعف مستوى الفندق..,negative,HARD,0
أتى هذا الكتاب في وقته. مع انه موجه للنساء وممنوع على الرجال قرائته كما قالت احلام. ولكن أعتقد أن على كل رجل أن يقرأه. ليعرف كيف يجب ان يصعب على المرأة نسيانه,neutral,LABR,1
ضعيف. المصعد متفرغ دائما. الغرف قذره جدا اسمع صوت الجيران لايوجد عازل ضوء للنافدةلاتوجد مواقف سيارات كافيه الفطور وجدت به شعر في الخيار,negative,HARD,0
استثنائي. انصح كل من ياذهب الي دبي السكن فيه.,positive,HARD,2
كانت هي اقرب إلى مذكرات عائشه وخلجات التي تدور بنفسها اكثر من ان تكون روايه ، هي قرأه بحته لعالم الموت ، جميله نوعاً ما .,neutral,LABR,1
“يستحق التجربه”. سعره مناسب جدا مقابل الغرف والمطاعم وردهة الاستقبال الفخمه. لا شيء كل شيء ممتاز,positive,HARD,2
“مكان جميل”. اعجبني هدوء المكان والخدمات ممتازة.,positive,HARD,2
برأيي المتواضع شقة الحرية هي من أجمل روايات الكتاب السعوديين رائعة فعلا,positive,LABR,2
“فندق رائع”. طاقم العمل ولاخ يحيى بالتحديد في الاستقبال النظافه التصمييم والطعام.,positive,HARD,2
“ممتاز والقيمة ممتازة”. الغرف كبيرة.,positive,HARD,2
ضعيف. . كأني ساكن شقة مفروشة مو فندق,negative,HARD,0
استثنائي. الفندق ممتاز ومريح والخدمات جيده جدا. لا يوجد خيارات للفطور,positive,HARD,2
مخيب للأمل. . عدم الانضباط في المواعيد,negative,HARD,0
“المره الجايه”. كثره الموظفين للخدمه وسرعه خدمه السياره وسرعه النت. أخذ مني تأمين١٠٠٠ درهم كاش حق ٣ ايام وبعد ماسويت خروج قال ماتقدر تأخذ الفلوس كاش وراح نحوله على الفيزا بعد خمس ايام  والسرير غير مريع ومرتفع مره وموقعه عند قريب من تجمع العمال,neutral,HARD,1
“إقامة جيدة لا بأس بها”. كان الإفطار لذيذ ومنوع ممتاز.,neutral,HARD,1
“اعجبني”. قريب من الحرم المكي. سرعة تجاوب عمال النظافة,positive,HARD,2
“ممتاز نوعآ ماء”. الاستقبال والاثاث. الاظائة خافته والحمامات ضيقة جدآ,neutral,HARD,1
ضعيف. الموقع جيد .. لايوجد اماكن من اجل موقف السياره.عدم مصداقية موظفي الاستقبال مثلا متي ستصبح الغرفه خاليه ان اتيت مبكرا.او ان المقاتيح الالكترونيه تعمل في نفس الوقت .ويتطلب في كل مره خروح وعوده ان تعيد برمجه المفتاح من الاستقبال .او ارسال شخص يفتح لك الباب لانه لا يعمل بالكارت .ايضا ان يقوم احد من الموظفين بفتح الباب اثناء نومك من اجل وضع طبق فاكهه ؟!,negative,HARD,0
أنا آسف.,negative,LABR,0
“العين”. كل شيء  في الفندق ممتاز. كل شيء جميل,positive,HARD,2
استثنائي. جدا مريح والسعر مناسب جدا وحجزت غرفة لشخص واحد اعطوني غرفة لشخصين وسرير كبير وغرفة مطلة على المدينة ..,positive,HARD,2
رواية لم تعجبني مع العلم اني قراتها كلها واحسست انها تميل بالقاريئ الى اﻻشتراكية وباﻻخص في اوج نشاط النظام الشيوعي في امريكا اللاتينية وروسيا,negative,LABR,0
جيد. فندق هادئ وجميل ومن يريد الهدوء عليه ان يسكن فيه. الغرفه ينقصها بعض الاشياء المهمه مثل شبشب الحمام الله يكرمكم والافياش حقات الكهرب مافيه الا ثلاثي,neutral,HARD,1
“أفشل فندق سكنته وتحسفت”. فاشل ويستغلون أي شي مقابل المال الواي فاي لايعمل إطلاقا أنصحكم والله فاشل جدا. كل شي نظافه سرير معفن التكيف يشتغل ويطفئ علشان الكهرباء لاتحسب على الفندق الواي فاي لايعمل بالمره واذا اشتغل بطئ جدااااا,negative,HARD,0
جيد. المطاعم و الممشى الخارجي المطل على البحر. بعد الشاطيء عن الفندقيوجد خدمة توصيل من الفندق للشاطيء,neutral,HARD,1
“شكرا”. الفندق رائع الموقع ممتاز العاملين نموذج رائع للرقي ....شكرا.,positive,HARD,2
قرأت نصفها ثم تركتها.,negative,LABR,0
جيد. أعجبني موظفو الاستقبال وبالأخص عز شخص تعامله راقي ومهذب.,neutral,HARD,1
ممتاز. الهدوء والسوق والأناقة. لا أذكر,positive,HARD,2
“رحله عائليه”. قريب من الستي سنتر.,neutral,HARD,1
“اسوء فندق على الإطلاق”. لا شيئ ابدا ولا انصح به. غرف ضيقهدورات مياه سيئة وضيقهقيمة مرتفعة بالنسبة لنوعية الغرفلا توجد مواقف للسيارات ولا توجد خدمة صف السيارات... يجب عليك ركن السيارة في الجانب الآخر من الشارع العام وصعود الجسر والمشي في الشمس لمسافة 700 متر.لا انصح به ابدا ابدا,negative,HARD,0
“ارجو منهم الحفاظ على مستوى الخدمة”. الهدوء والنظافة وجبة الإفطار.,neutral,HARD,1
“موقع جميل ادارة مكان باسلوب غريب”. البحر وحمام السباحة والسرير. تعامل الاستقبال و طريقة استلام وتسليم الفوط على حمام السباحة . ذهبت فنادق كثيرة ماشفت زي طريقة التعامل مع النزلاء بهذا الشكل الغريب مع اني كنت دافع القيمة كاملة الا انهم يتعاملوا مع النزلاء وكأنهم هيسرقوا الفوط او هيطلبوا حاجات وما يدفعوش . القيمة المدفوعة اكبر بكتير من الخدمة .اضافة اذا اوقعك حظك العثر واقمت في الدور الثاني وكان هناك فرح الله يرحمك من الصوت والطبل والموسيقى لغاية الساعة 12 بالليل اتمنى تغيير اسلوب ادارة الفندق. لولا الموقع ما تحملنا الاقامة فيه,negative,HARD,0
“اغرب فندق في العالم”. لا شي فقط قربه من بوابه النساء. فندق يستحق نجمه واحده غير مؤهل لخمس نجوم نهائيا . غير نظيف و ملئ بالحشرات و الإزعاج و سوء المعامله والافطارسئ و شكل المطعم مستوى متدني . الأهم من ذلك انهم لا يعترفون و لا يهتمون لحجوزات بوكين نهائيا في النهايه لا انصح بهذا الفندق نهائيا الا اذا كنت لا تهتم بالنظافة و حسن المعامله,negative,HARD,0
لم يعجبني ما يحويه الكتاب وكان مملا في أكثر جوانبه ~,negative,LABR,0
رائع. الفندق جداُ مريح وطاقم العمل جداً  متعاون والفطور رائع جداً وساكرر الزيارة ان شاء الله. حصل التماس وطفاء الكهرب في غرفتي بسبب اني ركبت فيش محول من ثلاثي لثنائي المدخل والذي استلمته من خدمة الغرف في الفندق وتم تغيير الغرفة مباشرة من خدمة العملاء ولا اعلم سبب ذلك ولكن قد يكون انا السبب لتركيبي الفيش بطريقة غير سليمة,neutral,HARD,1
جيد. كل شي جميل وانصح به للعائلات المحافظه. حمام السباحه للاطفال فقط والمساج والخدمات الاخري متواضعه ولا يوجد صالون نسائي,neutral,HARD,1
“الاثاث قديم والسرير غير مريح”. . الاثاث لا يمكن التحكم بالمكيف من الغرفه,negative,HARD,0
“اول وآخر مره احجز ف هيلتون الفجيره👎🏻👎🏻👎🏻👎🏻👎🏻”. . بوفيه الافطار حدا مستواه متدني بالنسبة لفندق خمس نجوم.  كأنه مستوى نجمتين فقط.  تكييف الشاليه جدا سيّء.مساحة الشاليه صغير وليس هناك مطبخ زاويه او ميني بار جيد.لا يستحق سعر الحجز بالنسبة للمكان والخدمات أبدا والشاطئ جدا مستواه متدني,negative,HARD,0
“محمد البديوي”. ماينسيك سلبيات هذا الفندق اخلاق موظفي الاستقبال وحراس الامن الطيبة. المواقف,neutral,HARD,1
جيد. الموقع لا باس بهو الفطور جيد جدا و توفر المواقف. ضيق الغرفو لا يتوفر بوفيه وجبات ممتاز,neutral,HARD,1
“الفندق جيد جدا لو لا بعض العيوب”. غرف النوم مفروشة بالموكيت والنظافة الرائعة. الصالة غير مفروشة . السخان غير عملي ياحار يابارد . وقت الخروج الساعة 3 ولم يكن فيه مرونة لو الى العصر فقط,positive,HARD,2
“٣ فنادق تشترك بموقف واحد يعني مافي امل توقف بالمواقف. .,negative,HARD,0
“روعه”. الهدوء والراحه والخدمات. عدم وجود مواقف,neutral,HARD,1
رائع. الفندق رائع. اعمال الترميمات علي الطريق,neutral,HARD,1
“عادل”. تعامل الاستقبال والموقع وتصميم الشقق صراحة أعجبني وأفكر بالعودة له. عدم وجود سخان للماء . مصعد واحد فقط,neutral,HARD,1
استثنائي. كل شي . لااا شي,positive,HARD,2
ضعيف. لم اعجب بشي. المسوؤل عن الفندق اخلاقة تحت الترابوعملنا مشكلة عند الدخول ومشكلة عند الخروجبسبب سوء فهم,negative,HARD,0
“تقييم الفندق”. تعامل موظفي الاستقبال العرب. جميع معدات المطبخ قديمة و غير نظيفة و بها صدأ و جميع المفارش غير نظيفة ورائحة الفندق فى الطرقات سيئة جدا,negative,HARD,0
“قندق مبهر و أكثر من رائع”. ممرات الفندق و الهدوءوعموما الفندق أكثر من رائع .. الملاهي المائيه كانت وقتها مغلقه تحت الصيانة أتمنى العودة للإقامة فيه مده أطول .,positive,HARD,2
"رواية رائعة جدا .أو كما أراد الكاتب وصفها أنها الماضي الذي استحال حاضرا بعد إسقاط الأقنعة عن الحاضر, إنها الرواية التي لا تنتهي ,كما قيل في وصفها شعرت بأني استحلت جزءا منها",positive,LABR,2
“اقامة سيئة بكل المقاييس”. الموقع فقط. الاثاث قديم جدا ومتهالك.. النظافة .. التكييف في كامل الجناح وصعب التحكم به سيء جدا مقابل المبلغ المدفوع سيء سيء سيء,negative,HARD,0
“تجربه مريره”. . 1-عدم توفير المتفق عليه غرفة مزدوجه ومماطله من موظف الاستقبال بتنفيذ المتفق عليه حتي خروجي من الفندق بحجة عدم توفر غرف 2-تكييف سى جدا3-لم استطع ان انام بشكل جيد لقرب الفندق من منطقة اعمال و هدم على مدار الساعه,negative,HARD,0
“موقع ممتاز”. الموظفين متعاونينمساحة الغرفة ممتاز عملو ابجريد للغرفة النظافة ممتازةالحمام ديكوره عصري ورائع. لايوجد ساوند سيستم اسعار الاكل في الغرفة مبالغ فيه اللوبي كئيب ديكور الغرفة لم يعجبني كثيرا,neutral,HARD,1
ممتاز. . عدم تجاوب موظفي الاستقبال وخدمتهم للنزيل بشكل جيد بالرغم من الامكانات المتوفرة لديهم عدم توفر مواقف كافيه للسيارات,positive,HARD,2
استثنائي. كل شي الاستقبال والامن وعدم وجود فوضه وازعاج وبشاشه طاقم الفندق. السعر مرتفع نوعا ما,positive,HARD,2
مخيب للأمل. موقعه خايس وبعيدويدوخ اذ رحت له. الفندق نظيف,negative,HARD,0
“سكن مناسب”. الموقعحسن التعامل. الاثاث قديم,neutral,HARD,1
"""رائع. نقل من والى المطار وبالرغم من انه اعجبني الا انني تضايقت من ارتفاع التكلفة ١٢٠ ريال وما فوق على حسب انتظار السائق. سباكة دورات المياة سيئة جدا ، ضيق الشقة لدرجة الاختناق لم استطع المكوث فيها سوى يوم ونصف وبعدها اضطررت للانتقال ( لاتنفع اذا كان معكم شخص مريض ) ، موقع الشقق بمنعطف وبسبب ذلك حصولك على سيارة تاكسي امر صعب الامر الجيد هو توفر نقل من والى المطار لكن اللذي لم يعجبني هو ارتفاع التكلفة ب ١٢٠ ريال فقط من المطار للشقة وكلما انتظر السائق الرحلة زادت التكلفة وبذلك دفعت ١٥٠ ريال""",neutral,HARD,1
“ممتاز للعائلات”. الموقع قريب من المطاعم والمحلات. لا شيء,negative,HARD,0
جيد. جودة النوم. الملهى الليلي وكثرة السواح,neutral,HARD,1
"""جيد جداً. مجملا الفندق جميل جدا ونظيف، و تسجيل الخروج في رمضان كان بعد وقت الإفطار. تسجيل الدخول والخروج يتأخر وموظف الاستقبال متفقة ابتسامة الضيافة""",neutral,HARD,1
استثنائي. الفندق خدماته رائعه جدا.,positive,HARD,2
“وما السعاده الا في دوسيت”. جميل جداً. اقفال الكوفي او المطعم بدري,positive,HARD,2
ضعيف. لاشئ. النظافة سيئة جداً ويوجد صراصير في المطبخ والشقة,negative,HARD,0
ضعيف جداً. . النظافه في الغرف والممرات سيئية للغاية,negative,HARD,0
“جيدة”. استقبال المطعم وخدماته على الافطار لباقة ولطف تعامل موظفي الاستقبال. رائحة الحمام,neutral,HARD,1
“مارتحت”. . السيرفرس كان ظعيف,negative,HARD,0
“سيّء”. لا شي اعجبني فهو فندق سيّء للغايه. المواقف نظافة الغرف موظفين الاستقبال,negative,HARD,0
استثنائي. خدمة ممتازةاستقبال رائع مع ضيافة ممتازنظافة متميزة الموظفين جداً جداً متعاونين  من الاستقبال الى الخدمة الى الامنالموقع ممتازانصح به. لاشي,positive,HARD,2
“سيء”. المواقف السيارات. ان قطاع الماء 4 ساعات,negative,HARD,0
“سيء”. لا شيء. كل شي,negative,HARD,0
استثنائي. الفندق جميل.,positive,HARD,2
“مقبول”. قربه من الحرم فقط. النت سيء جدا.النظافة سيئة.المطعم سيء.,negative,HARD,0
جيد. المكان جميل وراقي واشوفه من الافضل في المنطقه اللي هو فيها. العزل ضعيف بين الغرف الصوت مسموع,neutral,HARD,1
“يستحق التجربة”. مكان لطيف من ناحية الديكور و ايضا الطاقم جدا متعاونين وبأخلاق راقية جدا. أيضا المكان كان واسع جدا. انصح به بشدة.,positive,HARD,2
“سأعود باذن الله مرة أخرى”. اود ان اشكر طاقم الفندق على التعاون المطلق .. للعلم انهم فاجأوني بتغيير حجزي للافضل ووقروا لي اطلالة على البحر دون ان اطلب منهم ذلك .. وكان هذا من حسن استقبالهم وتعاونهم .. I want to thank Mr. Khalil. لا انصح به العوائل المحافظة ( منتجع على البحر طبيعي الشعب كله عااري ),positive,HARD,2
استثنائي. الموظفون ودودين وتعاملهم ممتاز وخاصة الأستاذ مازن العمري. عدد موظفي الاستقبال قليل جدا,positive,HARD,2
“العمره الى العمره كفارة لما بينهما”. القرب من الحرمالافطار. لاشي,neutral,HARD,1
“لايستحق تصنيفة 5 نجوم”. اعجبنق قربة من الحرم الشريف والخدمات المتوفرة في المراكز التجارية وبهو الفندق جميل.. العمالة يتوددون بشكل مزعج للحصول على البقشيش  السوالف بين عمال المطعم بصوت مرتفع وكأنهم في الشارع.ايضا النظافة سيئة فالمناشف تستخدم لتنجظيف الحمام والمرحاضكل مرة مما يشككني في نظافة المناشف الجديدة والاثاث مستهلك وخاصة موكيت الغرفة وعدم توافر ارواب حمام ولا مكوى ولا شبشب حمام كما لا يتوفر مغطس او دش ملائم.,negative,HARD,0
ضعيف. . اسواء من السيئ اختيار خاطئ جداً,negative,HARD,0
"""“الخدمة”. الموقع ممتاز. الفطور لم يكن بالصورة الجيدة والمتنوعة مع صغر مساحة المطعم ، خدمة الغرف بطيئة وسيئة""",negative,HARD,0
“نتمنى تستمر النظافة”. سعة الغرفة ممتازة والنظافة وايضا الموقع بس اسعار الكوفي شوب الي باللوبي اسعار جنونية الكروسان 28ددرهم وبالبقالة ب2 درهم مو معقول والكابتشينو ب35 درهم.,neutral,HARD,1
ممتاز. . خدمة الليموزين سيئه للأسف وقد تعطلت السيارات بالطريق الى المطار !!,positive,HARD,2
“ممتاز”. الهدوء ومافي ازعاج من الغرف المجاورة قريب من السوبر ماركت والصالون. تاخرت ساعة ونص من وصولي الی غايه صعوظي للغرفه,positive,HARD,2
“استجمام رائع لمدة يوم او أثنين بالكثير”. موقع الفندق في مكان هادئمكان ممتاز للإسترخاء من ضوضاء المدينة اطلالة الغرفة على البحر جميلة بالرغم من بعد البحر بمسافة الا ان المنظر جميل. لاشئ,positive,HARD,2
جيد جداً. الفندق رائع. الموقع بعيد شوية و أصوات الإعمار الخارجي داخل الغرفة.,neutral,HARD,1
"""“مقابلة الستاف سيئة جداً جداً جداً جداً جداً”. nothing just sea view , and don't advice that place at all. """,negative,HARD,0
مخيب للأمل. لاشيء. كل مافيها سيء ولا انصح بالسكن فيها ابدا ابدا,negative,HARD,0
“ندمان ياكراون بلازا على جيتي لك”. خدمات الفندق ليست بالمستوى المطلوب مقارنة بالخمسة نجوم والسعر جداااااا غير مناسب. عند الخروج من الغرفه لايتم تنظيفها الا بالاتصال بهم ويتأخرون في التنظيف ونفسياتهم شينةدورات المياه تسبح بالماء لايوجد شفط تصريف ماء,negative,HARD,0
“مكان جيدجدا للعائله”. فطور وافي و لذيذ. مكيف الشقة لم يكن بارا,neutral,HARD,1
“ممتاز”. كل شي. قلة مواقف السيارات,positive,HARD,2
"""مخيب للأمل. الهدوء. المنتجع يحتاج الى صيانة لان البويات تقشرت والكنابات تحتاج تغيير لشدة وصاختها.  والاسعار مبالغ فيها والمطاعم لا توجد بعد الساعه ٩ ليلاً وخدمات الغرف لاتوجد بتاتاً البتا ، والنظافة سيئة لوجود فأران وجرذان في نفس الغرف ، ولا توجد مستلزمات حمام كالمناشف وحذاء الحمام.""",negative,HARD,0
“لا أنصح بة للأزواج”. نظافة المكان. الخدمة سيئة جدا - المكان غير مريح لضيق الغرف جدا خاصة مع الأسرة - المياة فى الحمام ساخنة طول الوقت,negative,HARD,0
جيد. الموقع ممتاز وعشان ما تضيع هو قريب من مسجد فقيه شارع الكشفي اخر الشارع على اليسار طاقم الاستقبال ممتاز و الموقع قريب من السوق السعر ممتاز. لما جيت استلم الشقه خلوني انتظر فوق النص ساعه يدورون لي غرفه النت ضعيف ما يشتغل في روائح خايسه في الحمام أكرمكم الله و في روائح زبايل في الاسياب لا باس به على سعرة,neutral,HARD,1
“الانترنت”. الانترنت سريع والاضائه رائعه والنظافه ممتازه والاثاث ممتاز والعاملين بالفندق يستحقون الشكر . ملاحظه الفندق قريب من كل شي ..,positive,HARD,2
أعجبتني فكرة تغير الراوي خلال الثلاثية ، من زيان لحياة فالمدعى خالد ! عشت معها وتقمصت احداثها ، وكاني الى شطرين انقسمت ، كائن بشري وآخر حبري ، بين سطورها جمل قوية لا لمثيلها ذات الصدى ، ابكاني زيان ، تاثرت باحساس حياة ، ورغم بغضي لنهايات مفتوحة احببت النهاية بقلم المدعى خالد ،، وحدها الروايات الأسطورية كهذه لا تشيخ :') !,positive,LABR,2
“ماهو كويس”. الموقع جميل. بس الفندق سيئ. الديكور قديم موظفي الاستقبال غير مهذبين بالتعامل يشوفونك سعودي يتعاملون معك تعامل سي ليه ما ادري طبعا الا اذا كنت عايلة,negative,HARD,0
جيد جداً. النظافه - جودة الغرف رائعه - بوفيه المطعم. المسبح - تبريد الغرف,neutral,HARD,1
“جيد جدا”. الموقع ممتاز والخدمات جيده. فيه ازعاج اخر الليل والصباح بدري الهاوس كيبنق مزعج جدااااا,neutral,HARD,1
“ليله مريحه وجميله”. فندق رائع جدا وهادء طاقم العمل خدوم ودود  الاستقبال راقي  النضافه ممتازه جميع الملحقات متوفره. لا شيء,positive,HARD,2
استثنائي. الخدمه ممتازه...الموقع ممتاز...النظافه... التامين لم يعلمني احد انه يجب ان ادفع تامين مسبقاالتاكسي الكبير صعب الحضور,positive,HARD,2
“الموقع ممتاز وقريب من التوسعه الجديده”. اعجبني الموقع والنظافة والأقطار. السعر غالي والواي فأي ضعيف جدا في الغرف,neutral,HARD,1
جيد. كل شيء. بعيد عن وسط المدينة  و السرير لايسل مريح و تأخير احضار السياره  و سعر الشخص في العشاء جدًا مرتفع,neutral,HARD,1
“انصح بهذا الفندق لأي شخص يحتاج البهدلة او التهزيئ  او النوم بدون غطاء”. عجبني موقعه وخدمات الفطور للغرف. التعامل من موظفين الاستقبال والخدمات السيئه وعدم توفر اهم سبل الراحه الاغطيه,negative,HARD,0
استثنائي. احببت الهدوء في الفندق- الشقة واسعة ومريحة. المطبخ تنقصه الكثير من الاواني,positive,HARD,2
“رحلة اصدقاء”. الموقع مناسب ..الفندق جميل ..الغرفة جيدة.. خدمة الغرف جيدة ... خدمة التوصيل للحرم كانت قبل افضل بكثير منها الان ..!,neutral,HARD,1
"""استثنائي. موقعه المميز ، خدمة الليموزين الخاصة بالفندق  ٢٥ درهم  وسيارات فاخره الطابق ٣٢  هادئ جدا. ما تاكدت موظفه الاستقبال من الميني بار و اكتفت بوجود قارورة مويا إفيان في الزباله وتم خصمها وبعد مراجعتها ارسلت الموظف للتشيك على الثلاجة وتقول الي في الثلاجه عليها شعار الفندق بس عشان لقوا القارورة بالزباله حسبوها عليا وبالتاريخ بعد طيب كان شيك على الشعار """,positive,HARD,2
مخيب للأمل. لم يعجبني شي ربما الموقع فقط والهدوء. مطعم كان سيئالكنب والاثاث قديم و غير نظيف تأخر الماء الحار قد تنتظر خمس دقائقلايستحق اربع نجوم اطلاقاً,negative,HARD,0
“فندق ممتاز”. الطاقم بشوش ومتعاون ومحترمالسكن نظيف و الأكل جيد جدا.,positive,HARD,2
“مكان محترم”. اخلاق الموظفين - وجود خدمات متنوعة بقربه - سعر معقول. النظافة بحاجة لتحسين - مواقف السيارات غير تابعة للفندق وسيئة,neutral,HARD,1
“طاقم العمل غير جيد الواي فأي ضعيف موقف السيارة للسيارة الصغيرة فقط ولا انصح احد في السكن فيه”. لا شي. طاقم العمل غير جيد والمواقف صغيره جدا للسيارة صغيرة فقط,negative,HARD,0
“يرجي التطوير”. . دورات المياه مزعجة لكبار السن ونحن ايضا حيث المرحاض لم يضع بالشكل السليم وايضا ليس لكبار بل لاطفال لانه صغير وايضا لديه ميول نزول الي اسفل,negative,HARD,0
“هادئ وخدماته جيده مقابل المال”. هدوء الفندق ونظافته واثاثه حديث ووافطاره مجاني ممتاز موقعه راقي في وسط الرياض تكييفه ممتاز ومواقف بيد روم للسيارات وهي كافيه مطعم للوجبات الطاقم جيد ومتعاونين وودودين. عدم توصيل الافطار للغرفيجب تناوله في المطعم,neutral,HARD,1
“غلطة لن تتكرر”. السرير مريح جدآ. الغرفة صغيرة.الخدمات لا ترتقي للخمس نجوم.المواقف غير كافية.سعر المطعم والكفية مرتفع جدآ.عدم التجاوب الهاتفي بسرعة.,negative,HARD,0
"""أنتم تريدون أجوبة جاهزة، والحياة ليست هكذا"" من أجمل ما قرأت، رواية تاريخة تحمل رسالةً تريد أن توصلك إلى هدف معين. ""العالم يتغير. لم يعد كما كان. ولكن أكثر الناس لايدركون. """,positive,LABR,2
جيد. . الحمام لايوجد بربيش,neutral,HARD,1
"اقل بكثر من مستوى روايات ""يوسف زيدان "" السابقة . ( عزازيل و النبطي) . ضحلة في مستواها الادبي . لا أنصح بقراءتها . القصة مكررة و سطحية .",negative,LABR,0
بعد مخلصتها . كاننفسى أعمل عليها ببى . بقى ديييييي رواية تاريخية . هطل,negative,LABR,0
ضعيف. . المكان بعيد جدا ولا توجد مواصلاتالافطار سيّء لا يوجد واى فاى فى الغرفالماء والشاى بالغرف اول يوم فقط,negative,HARD,0
“ازعاج”. مواقف السيارات. هنالك صالة افراح في المبنى ولا يوجد عزل للصوت وتم اعطائي غرفه غير التى تم حجزها على موقع booking وتم تغييرها اليوم الثاني في المساء بعد مشقة,negative,HARD,0
"""“amazing.”. Nice view, very cheap, good facilities,easy to reach.. """,positive,HARD,2
“انصح بالسكن في هذا الفندق مع الأطفال”. الموقع جميل ومعاملة الاستقبال رائعة. خدمة الواي فاي بطيئة جدا,neutral,HARD,1
استثنائي. كل شيء. السعر غالي جدا,positive,HARD,2
“إقامة مميزة في فندق مميز”. كل شيئ ممتاز. لاشيئ,positive,HARD,2
استثنائي. الشقق الفندقيه جدا رائعه وممتازه وجميع التجهيزات موجوده فى الشقه بلاضافه الى الهدوء التام والراحه والنظافه وملائم جدا للعوائل و فخم جدا وراقي جدا بلاضافه على المنظر العام من الشقق يطل على برج خليفه وقريب من دبي مول صراحه كان اختيار جدا موفق واشكر طاقم الفندق على تعاملهم الراقى جدا وانصح بشده بلسكن  فيه. لا شي الفندق جدا ممتاز ورائع,positive,HARD,2
رائع. . وقت الشيك اوت مبكر جدا,neutral,HARD,1
“انتبهو اسواء من السئ”. اسوا من السئ. كل شي سئ,negative,HARD,0
استثنائي. طاقم العمل ودود جدا.,positive,HARD,2
جيد جداً. . ليس هناك مكان ترفيهمطعم للغداء او العشاءملهي ليلي البركه صغيره,neutral,HARD,1
“جميل وروعه”. كل شي بالفندق جميل. لاشي,positive,HARD,2
"""“نظيف و هادئ”. نظيف، هادئ، سعة ورحابة موظفي الاستقبال، قريب من المطار، توفر مواقف السيارات. الانترنت ضعيف بالغرفةالتكييف المركزي ضعيف نسبيا""",neutral,HARD,1
“فندق جدا رائع مقابل الموال المدفوع”. كل شيء بالفندق جميل الشقة و الغرف واسعة و الموقع قريب جدا من صحارى مول و قريب من دبي. الشقة كانت مسكونة بالجن,neutral,HARD,1
“مكان جميل وهادئ”. مكان جميل وهادئ.,neutral,HARD,1
“مكان جميل”. النظافة والقرب من الحرم. المطلع العالي امام الفندق,positive,HARD,2
“إبداع”. ثاني مرة أسكن في الفندق وأكيد ليست المرة الأخيرة. الانترنت مجاني فقط في اللوبي,positive,HARD,2
"""“تجربة جميله”. الموقع والنظافه والالتزام بموعد الدخول للفندق وتنوع وجبات الفطور.تعامل الموظفين بالفندق كان جيد جداً بشوشين ومستعدين للمساعدة.. عدم وجود سخان للماء (غلايه) في الغرفه،  عدم وجود WiFi في الدور.""",positive,HARD,2
جيد. النظافه و الهدوء. استقبال النزلاء من قبل رجال الامن في مدخل الفندق,neutral,HARD,1
رواية من الرويات التي تمنيت أن أحتفظ بها في مكتبتي، أسلوب سرد الكاتب سلس وممتع، ولا تحس بالملل وأنت تقرء الرواية، وأضف إلى هذا ذكائه في ربط الشخصية الرئيسية وهي عائشة بالعديد من الشخصيات الأخرى كمصطفى كامل ومختار مختار، وشخصيات أخرى في الرواية كانت في مصر في مطلع القرن العشرين. لم يعجبني في الراوية وصف الكاتب لمصر في تلك الفترة، خاصة أنه يصف في جزء منها بيوت الدعارة وماذا كان يحدث بداخلها، أضف إلى هذا إرتباط هذه الفترة في ذاكرتي بانحلال الدين والقيم الخلقية في مصر، مما جعلني أنفر أكثر من الرواية. الراوية بها ما يقرب من فصل أو نصف عبارة عن تصوير دقيق لفيلم جنسي تشاهده أمامك، وجزء كبير من الرواية، لا يستهان به يحمل هذا الطابع، والذي لا أحبه إطلاقًا، لذا كان الوعد الذي بيني وبين نفسي أن أحتفظ بالأدب النظيف بمكتبي والنظيف فقط، مما أدى إلى تمزيقي للراوية عندما أنتهيت منها، وكانت سلسلة القمامة مئوائها الأخير.,negative,LABR,0
مر عليا الكتاب منذ فترة بالنسبة لي كتاب جيد يبعث رسائل التفاؤل للمهمومين من منا لايحتاج إلى تلك اليد الحنونة والكلمات الطيبة التي تهون علينا الهموم وتذكرنا وسط أحزاننا أنها مهما طالت ستمر الحزن ليس سهل التجاوز ولكن قد يخف تأثيره ويمر أسرع إذا وجدنا الحافز الذي يدفعنا للأمام وليس أعظم من الإيمان بالله ربا لطيفا بالعباد حافز هو وحده القادر على إنزال السكينة على قلوبنا وتحويل الهموم لأفراح,neutral,LABR,1
"""ممتاز. الفندق رائع، جميع الاحتياجات موجودة، طاقم الاستقبال مضياف وخلوق، لو زرت الرياض مرة اخرى راح ارجع لنفس الفندق ❤️. نوعًا ما السرير غير مريح، بسبب بعض الاعمال الانشائية في الشارع كان هناك ازعاج في الصباح وهذا ليس خطأ الفندق بالطبع.""",positive,HARD,2
مخيب للأمل. . خدمات سيئة من موظفي الاستقبال,negative,HARD,0
“فندق خيالي”. كل شي جميل فوق التصور انصح فيه و بقوه. ودي اعطيه 10لاكن شوي القيمه لو يخفضونها,positive,HARD,2
"""جيد. الموقع جدا ممتاااز + الشقة جدا نظيفة و مرتبة و التنظيف بشكل يومي ,, المواقف كانت ممتازة ,, كل شي كان تمام نفس الصور المعروضة. طلب مني مبلغ تامين قدره 412 درهم , لم يخبروني بالمبلغ الا قبل الحجز بيوم واحد,, و مبلغ التامين لم يرد لي في وقت المغادرة , قالوا يرجعلك بعد اسبوعين كحد اقصى""",neutral,HARD,1
