text,sentiment,source,label
“استمتعت في اقامتي”. كل شي كان جميل. لا يوجد,positive,HARD,2
“الفندق وسخ وبه صراصير ولا يستحق مبلغ السكن واعاج لابعد الحدود”. قرب المكان نسبيا من الحرم. ضيق الغرفه وساخة الفرش ومكسر ويوجد بالغرفه صراصير والتكييف بارد جدا,negative,HARD,0
“قرب المكان من العمل عاوز كده”. بشاشة العاملين - الموقع. ضيق موقف السيارات - لا يوجد خدمة صف السيارة,neutral,HARD,1
“لايستحق القيمه المكتوبه”. الموقع ومساحة الغرفة. لايوجد جاكوزي مع ان الصور تبين ذلك وعذرهم ان الصور تداخلت مع بعضها الموظفين السوريين الي بالاستقبال تعاملهم جدا جدا جدا سيئ المصعد لايوجد به امان اذا كان احد واقف على الباب يقوم بالاقفال وقد اخبرتهم بذلك,negative,HARD,0
“اقامه ممتازه والحمد لله”. الموقع والمكان ممتاز. لا يوجد امام المجمع اسم الفندق من الخارج ولابد من وضع اسم الفندق في المدخل الرئيسي للمجمع حتى لا يضيع النزيل,neutral,HARD,1
قصة تأخذك إلى عالمها وتجلس متخايلاً المشاهد كما ولو أنها تحدث أمام عيناك. كتابةٌ جميلة تجعلك تعيد قراءة الجمل مراراً لتحفظ فلسفتها وجمالها وواقعيتها. تركت هذا الكتاب مندهشة بقوة أحلام مستغانمي على التعبير وعلى صياغة الجمل وفهمت سبب شهرتها وتهافت القراء على كتابها الجديد يجب أن يتحول هذا العمل إلى فيلم لجمال القصة و أبعادها الوطنية، الإنسانية و الفنية.,positive,LABR,2
جيد. . ﻻيوجد مواقف سيارات..وﻻ يوجد أدوات تحضير نسكافة وشاي,neutral,HARD,1
“Almost good”. سهوله الوصول للحرم. لا يوجد,neutral,HARD,1
“ممتاز جداً”. النظافة المواقف هدو المكان حفاوه الاستقبال وغيرها والامور. لا يوجد,positive,HARD,2
“روعة روعة روعة”. الفندق جميل بكل ماتعنية الكلمة من معنى من ناحيت موقعة روعه تحت الفندق مطاعم وبقايل ويوجد صف السياراة مجانا والمترو قريب منه وفيه صيدلية قريبة وجميل الخدمات متوفره نظيف ومريح طاعم العمل ممتاز جدا موقع المسبة جميل مطلع على خليفة والمبلغ جدا رقص بالنسبة لموقعة وجميع خدماتة بصراحة كانت اجمل سفرة. كل شيء كان جميل جدا,positive,HARD,2
“لا انصح به”. . النظافة متدنية...الحمامات قديمة متسخة الاطلالة قذرة,negative,HARD,0
"""“كانت تجربة فاشلة”. جميل الأثاث،الموقع جميل. الإستقبال سيئ،نظافة الغرفه أسوأ،خدمة الغرف لاتستجيب، لايرتقي لأربع نجوم إطلاقاً!""",negative,HARD,0
ضعيف جداً. . وسخ جدآ,negative,HARD,0
“جولدن ساندس للراحة عنوان”. نظافة الشقة واتساعها والهدوء. لا شيء يذكر,positive,HARD,2
“مزعجة”. لا شيء. إزعاج وخدمة ضعيفة وستاف غير محترم + خرابات في غرفة النوم وإزعاج,negative,HARD,0
“Dr.Hana”. تعاون بعض الموظفين. السعرايضامن الملاحظ على الفنادق بشكل عام عندما يكون الحجز عن طريق البوكنق تكون مستوى الغرف غير جيده على العكس تماما عندما يكون الحجز عن طريق الفندق وهذا ماحدث لنا عندما جددناعن طريق الفندق الرجاء من ادارة البوكنق التفاهم مع ادارات الفنادق حول هذا الموضوع,neutral,HARD,1
“لن اكرر إقامتي في الدخيل بلازا”. لم يعجبني فيه شئ. الفندق متهالك وإدارة سيئة جداً دورات المياة تحتاج صيانة ضرورية رائحة الغرفة غير طيبةالطريق المؤدية للفندق باتجاه واحد يصعب جداً الوصول إليه,negative,HARD,0
استثنائي. . ضيق المواقف,positive,HARD,2
"""“يوم واحد يكفي”. المكان خيال كا منظر و ديكور و معاملة  يصلح للمتزوجين او شلة أصدقاء كبيرة واتصور يكون ممل للعوائل ..من افضل الفنادق في الامارات. بعد المغرب تصير الجزيرة ميتة..لا سوبر ماركت ولا صيدليه ولا فعاليات مجرد فلل بجانب بعض وظلمة..الاكل وخدمة الغرف غاليه بشكل رهيب لذا انصح بشراء الحاجات قبل الذهاب للفندق,,الخصوصيه ليست 100% حيث ان البحر مكشوف ومن ينزل البحر يستطيع ان يسترق النظر الى مسبح الفيلا الخاص بي بكل اريحية ..زيدوا الخصوصية او قللوا الأسعار""",neutral,HARD,1
“افضل سئ”. منعه للمشروبات الروحيه ومنعه بدخول ضيوف ومطعمه. المساج واﻻثاث القديم,negative,HARD,0
“ممتاز انصح بزيارة الفندق”. اعجبني النظافه والنظام. لم تعجبني خدمة المطعم في الافطار,neutral,HARD,1
“مكان جيد للعمل والترفيه”. حسن الضيافه والموقع. عدم توفر المزيد من غرف غير المدخنين لانني عانيت من رائحة التدخين العالقه بالمكن,positive,HARD,2
ضعيف. . الفندق لايرقى الى مستوى 5 نجوم أبدا,negative,HARD,0
“انا طالع من الفندق ٨/١١ ما عطوني فلوسي الباجي”. انا طالع من الفندق ٨/١١ ما عطوني فلوسي الباجي. انا طالع من الفندق ٨/١١ ما عطوني فلوسي الباجي,negative,HARD,0
“الفندق الاول في حال زرت ابوظبي ان شاء.”. فندق يتفوق في رأيي على الكثير من الفنادق التي تحمل اربعة نجوم. طاقم الخدمة وصف السيارات لايعلا عليهم.. في نظري الشخصي المطعم التايلندي لايمت للخليج بصلة وايضاً ليس بمستوى جودة الفندق ولكن موقع الفندق خفف علي هذا العناء بوجود مطعم الصاج كافيه خلف الفندق باشراف الاخ الفاضل ابوليث.,positive,HARD,2
ممتاز. فندق مناسب جدا لمن يحتاج ان يكون قريب من المطار. الانتر نت ضعيفة جدا .واول ما وصلت الغرفة كان هناك انقطاع للمياة لمدة تقريبا ساعتين ومو متاكد اذا هذا الشي متكرر لاني اقمت ليلة واحدة فقط,positive,HARD,2
ضعيف. سعر الفندق. لايوجد تبريد المكيف عطلان غيرت الغرفة ونفس الطريقة خدمة الغرف والاكل غالي جدآ جدآ,negative,HARD,0
“لا اتوقع السكن في هذا الفندق مجددا”. الفطورالموقع. النظافةصوت الشارعمستهلك جدا,negative,HARD,0
“غير المستوي”. المكان وقربه من الحرم. اقامتي كانت بشهر رمضان ومشمل معها الافطار عندما ذهبت للسكن تحايلوا علي وجبه الأفطار وجعلوها سحور . ثانيا لا يوجد جراج للسيارة من الأخر اتصرف انته وحظك الواي فاي معدوم وليس ضعيف .,negative,HARD,0
مخيب للأمل. طاقم الاستقبال وتعاون العاملين. الاثاث متهالك ومتسخ ودون المستوى,negative,HARD,0
“للاسف اقامه سيئه”. البحر+الفطور. النظافه جداً سيئه جداً +غرفه فندقيه ويوم دخلتها حتى البهايم الله يعزكم ماتدخلها +الاسعار مبالغ فيها جداً+ لاتستحق اكثر من نص نجمه,negative,HARD,0
"""“فندق سيء لا يستحق نجمة واحدة”. لاشيء أعجبني، ربما قربه نوعا ما من الحرم فقط.. للأسف فندق سيء وطاقمه السعودي أسوأ، عندما وصلت الساعة ١١ قبل الظهر رفضوا إعطائي غرفة مع إني حاجز عندهم، وبعد توسطات منحوني غرفة سيئة، أثاثها قديم جدا جدا، ولا يوجد انترنت، الغرفة لها بابين وموقفلين واحد ، اللي بالغرفة الثانية يسمع كل شي، أما الأصنصير فقصة أخرى، سيء وزحمة  ويتأخر كثيرا،""",negative,HARD,0
“9من 10”. الاستقبال جدا متفاهم معا النزلاء.,positive,HARD,2
“الفندق بطيء جدا ف المعامله والتاخير”. فقط الموقع جيد. لايوجد مواعيد صادقه في حجز الغرف. اذا حجزت مكان يعطونك مكان على كيفهمنظام التنظيف  والعمال يدق الباب اذا جاوبت او لم تجاوب يدخل العامل على كيفه تاخير في وصول الحقايب للغرف,negative,HARD,0
“ممتازه”. النضافه والسرير مريح والهدوء. بعض البقع البسيطه على الارض,neutral,HARD,1
“قمة في الروعة”. كل ما فيه جميل. ﻻ شيء,positive,HARD,2
“تقييمي”. الموقع فقط. الاستقبال سئالخدمات مترديه,negative,HARD,0
جيد. حسن التعامل - نظافة. ازعاج لان الغرفه كانت بجانب المصعد,neutral,HARD,1
“رأي الشخصي في الأوتيل”. يوجد عامل الاستقبال فهد متعاون وبشوش واخلاقه عالية العم مصطفى توصيل الزائرين للمزارات متعاون جدا وسائق ممتاز ومحترم. الفندق اقل من عادي-الافطار متوسط -كاتبين بوفيه مفتوح عشاء ولما سألنا قالو لايوجد يجيك الطلب للغرفة-لايوجد مصدقية-مستوى النظافة اقل من المتوسط- الغرفة صغيرة جدا الاوتيل بصفة عامة اقل من المتوسط -بعيد قليلا على الحرم .مسافة ربع ساعة مشيا على الاقدام,negative,HARD,0
“النظافه وملاصق للحرم”. قربه للحرم الشريف. نظافة الغرف. تنوع بوفيه الافطار. سرعة إجراءات الدخول والخروج. فندق رائع بمعنى الكلمه وسيكون وجهتي القادمه إن شاء الله. عدم توفير مواقف مجانيه ويتوجب عليك دفع مبلغ يومي. صعوبة الوصول إلى المدخل الرئيسي للفندق خصوصا اوقات الصلوات. عدم وجود انترنت مجاني.,neutral,HARD,1
"""جيد. لابأس. الغرف الثلاثية ليست بمستوى الغرف الثنائية ،، وجبة الإفطار غالية  جدا""",neutral,HARD,1
الكتاب يعتبر وصفه علاجية . لمن هما اسرى لحب غادر . لمن يعيشون فى الماضى . لمن اثقلتهم جروح الحبيب . فهو يعطيهم القدرة على النسيان . بطريقة ساخرة و رااائعه .,neutral,LABR,1
“حلووو بس غالي”. النظافه والهدوء. تأخير الدخول من قبل الاستقبال ..,neutral,HARD,1
“فندق قمة قمة قمة وانصح به”. الطاقم واخص الاستاذ زمان لاسلوبه الراقي وتعاملة النبيل واوصي الاوتيل بالاهتمام بمدراء بمثل الاستاذ زمان اعجز عن شكرة. كل شي جميل,positive,HARD,2
ضعيف. لم يعجبني شي. تاخير في الدخول ولاستقبال جدا بطئين  غير ححزي واعطوني غرفه فيها لاربعه اشخاص وبعيد جداالحرم بخلاف الذكور في بوكنق  مواقف السيارات ملئيه فل مع وجد حجز,negative,HARD,0
من اجمل المراجع التي اعود اليها في حياتي، اكاديميا، وشخصيا,positive,LABR,2
مخيب للأمل. اعجبني المساحه داخل الشقه. النطافه خاصه في الفراش,negative,HARD,0
“موقع استرتيجي”. النظافة وطاقم العمل السعودي يعتمد عليه والمواقف الخاصة بالفندق متوفرة.. حجزت جناحين لعائلة من 6 اشخاص واحدهم كان مطل على موقع بناء والعمل يبدأ الساعة 6 ص,positive,HARD,2
“ممتاز”. كل شي. عدم وجود شطاف بالحمام,positive,HARD,2
“خالد العنزي”. الفندق اعجبني كثيراً و اود ان اشكر موظفين الاستقبال الاخ عبدالشافي والاخ السعودي الاخر والاخ السوداني اللطيف جداً على حسن استقبالهم وحسن لبقتهم . واشكر الاستاذ خالد مسؤول المطعم بالفتره المسائية.,neutral,HARD,1
"""ضعيف. قرب الموقع للحرم. سوء الخدمات ،النظافة والتعامل""",negative,HARD,0
"""“مكان جميل ونظيف مقابل القيمة المادية.”. هدوء، نظافه، طاقم متعاون جدا.. """,neutral,HARD,1
رائع. . الموقع ممتاز لغير كبار السن لوجود طلعة مايميز الفندق وجود عربات قولف للنقلطاقم العمال مميز في التعامل مدير الاستقبال الاستاذ بسام راقي في التعامل مع النزلاء,neutral,HARD,1
جيد. ميزته انه قريب من مركز معرض دبي وفيه خدمات حوله كويسه.,neutral,HARD,1
"""ضعيف. لا شي. الواي فاي ضعيف جدا ، المسبح سيئ جدا ، الخدمات ضعيفه ، لا يوجد باركن  خاص للمقيمين في الفندق ،""",negative,HARD,0
“ضعيف”. لم يعجبني شي. لا توجد خدمه للغرف ابدا ... لا يوجد واى فاي فالغرف .. موقعه اعلى تله ...,negative,HARD,0
“جميل”. الفندق بين الشارقه ودبي وقريب من الفيستفال سياي. بعد الباركن,positive,HARD,2
استثنائي. الراحة العالية والامان.,positive,HARD,2
"""“اقامة في الفندق كانت مميزة وممتعة لم اواجه اي مشاكل طاقم عمل يعمل على راحتك من الاقامة الى الخروج”. . رائحة المكان ، يفضل تعطير المكان بعطورات او بخور""",positive,HARD,2
“سأكرر السكن بهذا الفندق المويح”. كل شيء ممتاز الموقع من أقرب الفنادق للحرم الإفطار متنوع تعامل الموظفين في تسجيل الدخول والخروج سرعة الإستجابة للطلبات. الدور الثالث كانت به أعمال صيانة رائحة غرى وبويه  والممرات بدون فرش,negative,HARD,0
“سيئة”. . غير شامل لافطار رمضان وحين ابلغتهم بعدم رغبتي للسحور طلبو مني مبلغ ١٦٠ ريال للشخص على الفطور ولم اقبل وقمت بتجربت السحور ولكن للاسف لايرتقي لادنى مستوايات البوفيهات المفتوحه,negative,HARD,0
“أسواء فندق”. . المبني القديم لا يستتحق ان يسمى فندقلا يرقى الى مستوى ثلاثة نجوم,negative,HARD,0
جيد. تفاعل العاملين في الفندق. المرافق لا تتبع الفندق,neutral,HARD,1
“اجواء عاليه”. . التأخير في استلام الغرف,positive,HARD,2
“يحتاج الى اعادة ترتيب”. الموقع وقرب الخدمات. فتحات المكيف فوق السرير مباشرة . التهويه في الحمامات منعدمة الباب لايوجد به قفل فقط رداد السعر ع الواقع اقل من بوكينجالنظافة تحتاح الى انتباه من المسؤولين الكوفي لايعمل الا الصبح,negative,HARD,0
“مناسب للافراد فقط”. . اصوات دورات المياه للغرف المجاوره داخل الغرفه,neutral,HARD,1
“بعيد عن الخدمات”. موظف الإستقبال كان محترم جدا. لا يوجد خدمات المغسلة وأقرب مغسلة 15 دقيقة مشي تقريباًلا يوجد سوبرماركت قريبالمكيف قديم وينقط مقعد الحمام قديمالفرش لم ينظف جيداًالواي فاي ضعيفلا يوجد فوط شاور,negative,HARD,0
“سيء جدا”. لم يعجبني شي.,negative,HARD,0
“من افضل الفنادق في المدينه”. الاستقبال كان ودي جدا وسريع والخدمة راقية جدا وتم توفير كل ما نحتاج له.,positive,HARD,2
“جيده”. الاستقبال. واي فاي مدفوع القايمه ... والأغلب في الفنادق مجاناً..,neutral,HARD,1
“فندق ممتاز”. لقد كان فندقا عظيما حتى اننا نزلنا به عدة اعوام وكان اكثر من رائع وخاصة السيد/ مدير الفندق مستر / إدوارد والعاملين بالإستقبال فقد تمتعنا انا وزوجي بمستوى الخدمة وسنظل ننزل به دائما شكرنا العميق للجميع. لاشيء,positive,HARD,2
“المي تكذب الغطاس”. شكل الفندق الخارجي. افطار رمضان فقط لمن يسبق وياخذ اولا نظافة مكان الاكل دون المستوى المطلوب رواءح داخل الغرف نتيجة عدم التهويه المنتظمهباص سعة ٢٥راكب لخدمه كامل مزلاء الفندق ولا يفي بالغرض ولا تستطيع الاعتماد عليه,negative,HARD,0
استثنائي. جدا رائع قربه من الحرم خدمات ممتازة.,positive,HARD,2
“روعة”. كل شي فوق الروعة. ولا شي كل شي اوكي,positive,HARD,2
ضعيف جداً. . الشقيق قديمة جداً والفرش قذر والحممات تصدر منها رائحة عفنة والبخل في المناديل والصابون ومناشف الحمام الشقة لأربع والمناشف فقط أثنتان لا أنصح بالأقامة فيه ابداً,negative,HARD,0
بإختصار الكتاب لا يتعدى كونه خواطر ومشاعر متناثرة قرر الكاتب إنه يطلعها على الورق ، عشان كدا الطبيعى الواحد يحس بالملل وميقدرش يقرا الكتاب كله على بعضه لانه مش فى سياق أدبي منظم . الكتاب فيه جمل وصور غاية فى الروعة واللى كان فيها الكاتب صادق فى مشاعره ، وجمل أخرى تحس فيها بالمبالغة الشديدة ومحاولةإبهارالقارئ بمشاعره أكتر من إنها بتعبر فعلا عن صدق مشاعره لدرجة أن القارئ يتعداها بسرعة أو يحس بالإمتعاض أول ميقراها بس فى النهاية الكتاب معقول وخاصة لو هتنتقى منه بعض الجمل بدون قرايته بشكل كامل واللى عجبنى كمان تصميم الكتاب جميل ويفتح النفس :),negative,LABR,0
ضعيف. . لم يعجبني التعامل الموظفين هناك .... صادني الكثير من المواقف السيئة معهم في يوم واحد,negative,HARD,0
“إقامه جيدة الى حد ما”. النظافة. ازعاج الأغاني الى الساعه ٣,neutral,HARD,1
"يييييييييييييييع ************************** جايز يكون عنوان الريفيو غريب بس ده اللى حسة بيه دلوقتى بجد "" ييييييييييييع "" ، عندى احساس ناو عامل زى اللى قعد ياكل حلويات وجاتوه وتورتة وحاجات حلوة كتير وفجأة حبس بسندوتش "" مش "" اه وربنا مش يييييييييييييع بجد . اولا : احساسى ده جه من انى قريت الراوية دى - لو اصلا دى رواية -بعد رواية عزازيل لنفس الكاتب ورواية يوم غائم ع البر الغربى للمنسى قنديل .فاللى قرا الروايتين دول اكيد هيحس احساسى ناو ثانيا : دى الرواية التالتة اللى بقراها لزيدان بعد النبطى وعزازيل .كنت فاكرة ان النبطى اقل اعمال زيدان جمالا طلع ع راى نجم الجيل ده اللى جاى اسوأ وربنا ثالثا : منكرش انى لما بدأت اقراها جه احساس جوايا ان الناس بتتجنى علي محال كتير واكيد هتبقى حلوة ومش بكم البشاعة اللى قريتها ف ريفويهات الناس بس طلع كلامهم كله صح ياولدى رابعا : منكرش برضه انى حبيت الرواية ف الاول بالرغم من جوها التلقيدى .وحبيت نورا كتير خامسا : انا متاكدة من اول صفحة ف الرواية لحد اخرها ان البطل او الزول او ابو بلال نحس نحس نحس بجد . كل لما يروح مكان الدنيا تتنيل فيه سادسا : ايه كمية العك اللى ف الاحداث دى .وايه اللى جاب سيرة حسين سالم واسامة بن لادن وسامى عنان وجمال مبارك وحبيب العادلى ف الحوارات دى سابعا : اخر جزء هو اسوا جزء ف الرواية للاسف وحسيت انى بشوف افلام من النوع الردئ ثامنا : ايه علاقة جملة ابن النفيس اللى ف اول الكتاب بالحشو اللى فيه !! تاسعا : ربنا يسامحك يادكتور يوسف يازيدان عاللى عملتوا فيا وبحمد ربنا انى قريتها الكترونى",negative,LABR,0
ممتاز. . موقع الفندق في البرشا بجانب الأمارات مول لو بغيت تروح دبي مول التاكسي اقل شي من ٥٠ الى ٤٠ درهم,positive,HARD,2
“لا تروح الا ومعك سياره”. الموظفين ودودين. قريب من موقع الانشاء لكباري ولا تتصل مع البلد الا من شارع فلسطين مافي اكل الا انت روح وتجيب الانترنت ضعيف وضبط حالك ماء بعد مافيه ولا يوجد عامل خدمه الا شخص واحد انصح الابتعاد وانتبه ترى مافي شاي ولا اي شي غرفه ونم وضرب الباب ممكن,negative,HARD,0
“فندق جميل ويصلح للعوائل المحافظه”. فندق جميل ويصلح للعوائل المحافظه. لاشي,positive,HARD,2
“وائع”. اعجبني القهوجي المصري ضحوك نفسيه حلوه اللوبي يشرح الخاطر الفندق روعه. هناك مصري بالاستقبال يعتقد ان الفندق ملكه شخص غير محترم اما الطاقم الاجنبي,positive,HARD,2
ضعيف جداً. لاشي. شيء وكذالك لا يوجد خدمااااات ولا خدمه,negative,HARD,0
استثنائي. كل شي رووعه بالشقه بداية من النظافه ووحجم الشقه ونهاية بالموظفين ووحسن الاستقبال. لا يوجد,positive,HARD,2
“لا انصح به”. . فندق سيئ جدا انتظرنا ٤ ساعات حتى دخلنا الغرف الغرف لم تكن نضيفه لايوجد موظفين الموظف يحسب انه في راعي بقاله,negative,HARD,0
رائع. المكان و الاطلاله و المرفقات ... بطء تجاوب طاقم العمل,neutral,HARD,1
“من افضل الفنادق اللي زرتها في العالم ككل دون مبالغه”. جودة الخدمة وكل خدماتهم ممتارة جدا جدا. لاشي,positive,HARD,2
“روعه”. مرفقات الفندق. عدم وجود نت ف الغرف وعدم وجود شفاط ف الحمام,positive,HARD,2
“غير متعاونة الإدارة”. الموقع. استقبال الموظفين العرب وخدمتهم سيئة على عكس الموظفين من الفلبين كانوا ذوي احتراف فب المعاملة,negative,HARD,0
مخيب للأمل. الهدوء. عدم وجود واي فاي في الغرفعدم المام الاستقبال باللغة العربيةعدم الاهتمام بمظهر اغطية الاسره,negative,HARD,0
رائع. شقق رائعه .. ممتازه مقابل المبلغ المدفوع. لا شي,neutral,HARD,1
“جيد جدا”. الموقعالنظافة.,neutral,HARD,1
مخيب للأمل. خدمه ال WiFi ممتازه. الفندق علي منطقه مرتفعه جدا والميني كار مش شغاله معظم الوقت والعاملين عليها متاقعسين تماما حتي عامل الاستقبال لا يملك التحكم فيهم وعند الشكوى قال روح للمدير والمدير بيجي الساعه 4 عصرا.  لا انصح بهذا الفندق وخصوصا لكبار السن علي الاطلاق,negative,HARD,0
“جدا انبسط”. فندق جدا رائع من الاخر. كل شي حلو,positive,HARD,2
ضعيف. لاشي عدا موظف الاستقبال الاخ محمد. المواقف و رجال الامن الموجودين في المواقف النظافه سيئه جدا الافطار يوميا نفس الشي لا يوجد تنويعخدمة تنظيف الغرف سيئه,negative,HARD,0
جميلة هذه الرواية أدبًا و فكرة!! أصاب فيها الأسواني بُعدين، بعد سياسي و بعد اجتماعي إنساني في حبكة أدبية جميلة!,neutral,LABR,1
جيد. يمشي الحال. لاشي,neutral,HARD,1
“ممتازه”. تعامل موظفين الاستقبال. لاشيء,neutral,HARD,1
ضعيف. . الغرف ضيقة,negative,HARD,0
“سيئ جدا”. . حرام يكون اسمه فندق,negative,HARD,0
“جميل”. الوبي. بركه السباحه,neutral,HARD,1
“قريب من الحرم باب الملك فهد”. القرب من الحرم. ضيق المواقف,neutral,HARD,1
أذكر أني قرأته وأنا طفلة او بدايات المراهقة . والان بعد المسيري - لا املك ان اقول الا انه كتاب لطيف وقصة لطيفة لحدث بشع .,negative,LABR,0
“لا بأس”. يتميز الفندق بقربه من الامارات مول ... بس الحي مزدحم ومو نظيف .. والنت عيبه كل يوم يعطيك باسوورد لعدد اجهزه معين,neutral,HARD,1
رائع. الموقع ومساحة الشقه الواسعة والنظافة والاثاث الجيد. مراتب السرير قاسية نوعاً ما,neutral,HARD,1
“ممتاز و لكن”. طزار الفندق حديث جداً و النظافة و و الأثاث جديد و تلبية الطلبات بشكل سريع حيث طلب منهم تغيير الغرفة الى الادوار العلوية و تمت الاستجابة برحابة صدر و بشاشة و سرعة. وجود ملهى ليلي في الفندق و كثرة رواده ليلا مع الإزعاج اثناء النوم و يفضل لساكني هذا الفندق اختيار الادوار العلوية الأكثر هدوء من الادوار السفلية و كذلك صعوبة الوصول للفندق نوعا ما متعبة,neutral,HARD,1
“موفنبيك جميل”. الفندق ممتاز جدا والخدمات جيد و وسعة الغرف حلوو وخدمة الباركان روائع. يفضل الكنب تغير شكله قديمه جدا وعندما تجلس تحس بذلك .وكان هناك تدريب حريق بالفندق ولم يتم تنبيه النزلاء بذلك لأنه ربما يوجد أحد مريض ويخاف ويصيب شي ما,neutral,HARD,1
“اجازه روحيه لها اثر نفسي عميق”. اطلالة الغرف على الحرم وقربها الشديد يعطي روحانيه جميله. تاخر نقل الامتعه الى الغرفه يحتاج الكونسييرج الى تحسين,neutral,HARD,1
ضعيف جداً. . النظافة سيئة وبالذات الفرشعدم التجهيز الجيد للغرفة ومغاير لما ورد بالعرض لديكم تجاهل النزيل في حاله اي طلبالبعد عن الحرم لمن لدية نساء وكبار سنوضع دورات المياة يميل الردائه وعدم الصيانه,negative,HARD,0
واخيرا خلصت الرواية دى. بس بجد ممتعة لأقصى حد واحلى حاجة انك تحس انها كذا رواية فى بعض,neutral,LABR,1
رائع. المكيف بارد النت سريع الثلاجه متوسطة الحجم الغرفه نظيف. المواقف اسفل العماره صغير ....واصحاب السيارات الصغيره سوف تحك من الاسفل عدم وجود مناشف في دورات المياه,neutral,HARD,1
“مارينا دبي”. الموقع والمطل على الخليج والهدوء. صعوبة توفير سيارة الاجرة ( التاكسي),positive,HARD,2
“فندق رائع ومريح وافطار جميل”. موقع الفندق بجنب مول الاماراتوالانترنت سريع بالغرف واللوبيوالافطار كان ممتاز. انا حجزت مع اطفال ٢ وكان بالعرض عندهم شقة بغرفه واحدة وطلبت منهم اسرّه للاطفال وعطوني سرير للرضع واحد فقط,neutral,HARD,1
“زيارة رائعه”. كل شيء جميل النظافه والاهتمام حتى الباب الرئيسي يفتحونه لك في الدخول والخروج وكنت اخرج واضع لهم ورقه اني اريد خدمتهم في الغرفه وعندما ارجع اجد الغرفه كلها نظيفه ومرتبه والمناشف جديده ويضيفون شاي وقهوة جديده راااائع جدا ولن تكون اول زيارة له ان شاء الله. لاشيء,neutral,HARD,1
“مناسب جداً”. كل شي. لاشي,positive,HARD,2
جيد. يعجبني موقع الفندق لأنه بالقرب من عملي. أتمنى تقديم المزيد من الخدمات مثل تقديم هني مون مما يشد الساكن للإقامة باستمرار وترقية المقيم في حال حجزه للفندق أكثر من ثلاث مرات أو تقديم عشاء أو غداء مجاني,neutral,HARD,1
"ها هي د.رضوى عاشور تفعل بي الأفاعيل ثانية بعد "" ثلاثية غرناطة "" أسلوب في السرد أذهلني إلى حد اللاحد! كيف تتنقل من زمن إلى آخر و من شخص لآخر و من معتقل لغيره دون أن أشعر أني تركت الشخصية المحورية ""ندى"" أبداً ترافقني في كل حدث يمر أبكتني على ""أروى"" كما حيرتني "" سهام "" تُرى لماذا أنتحرت "" أروى"" حقاً و ما حقيقة حادثة "" سهام"" و لماذا في هذا الموعد تحديداً كيف رحل ""حازم"" هكذا؟ ، كما ظهر فجأة في الرواية، حزنتُ لأني لن أستمتع بنكاته ثانية . أذهلتني د.رضوى حين تبدأ الرواية بطفلة صغيرة نصف فرنسية و نصفها الآخر مصري صعيدي . تحكي ببرائتها ما تمر به و من خلف البراءة تتضح الأحداث و عمقها. لتأتي ""ندى"" المراهقة الغاضبة المنزعجة المثقفة المنطوية التي تواجه قرار إنفصال والديها بشجاعة لم أتوقعها. فتستكمل "" ندى "" الجامعية الطالبة في كلية الهندسة و تبدأ نشاطها السياسي الحقيقي و تلك الحركات الطلابية التي تنتهي في تلك السنة بالعودة إلى حضن أمها الفرنسية "" مارلين "" و النجاة من السجن السياسي، ثم رسوبها . ثم "" ندى"" الطالبة بكلية الآداب التي ستؤثر أخيراً السلامة و توقف نشاطها السياسي. لم تتخاذل ندى أبداً آمنتُ بحدسها الذي لا يخيب و أخيراً "" ندى"" الإنسانة تصفعها الحياة فتكمل تمتزج البسمة بالبكاء تضع أمومتها في أخويها التوأم و حين يرحلون. ترحل أرادت "" ندى"" أن تكتب و تحرر كتاباً عن السجون و المعتقلات فأمتزج موضوع كتابها بـ قصة حياتها. طوال الرواية و أنا أبحث عن ""فرج"" ربما هو سجين ما ، أو ربما أبن آخر أو حفيد ، أو حتى صديق لم أكن أعلم أن ""فرج"" هو خاتمة الرواية و لم أكن لأبتسم هكذا لو لم يكن ""فرج"" هو ذلك الفرخ الذي بعث نوراً ما في النفوس بوجوده و حكمة تنهى الرواية . لكلٍ منا _ و خاصة البنات _ شيئاً من ندى ! أو ربما لأن د.رضوى عاشور استطاعت أن تصور شخصية الفتاة المصرية فجعلت ""ندى"" الأشبه بنا . لو أمكنني لأقتبست كل أجزاء الرواية و أحتفظت بها في مكان ما على مرأى عيناي . هي د.رضوى عاشور و كفى !",positive,LABR,2
استثنائي. مكانه حلوو وسعره مناسب. ضيق الغرفه شويه وحسب شو تاخذ,positive,HARD,2
و لفلاسفة العرب فرصة.,neutral,LABR,1
مخيب للأمل. الشقه صغيره مره. تحتاج نظفه دوراه المياه,negative,HARD,0
ضعيف. فقط خدمه نقل الباصات. طاقم الاستقبال سئ جداً وخاصه مساعد مدير الفندق اذا صدق أسلوب سئ جدا بالتعامل وألفاظ شارع لاتليق بفندق ٥ نجوم  استلام الغرفه متأخر جداً الغرفه غير نظيفه ويوجد ازعاج أعمال بناء وتم طلب تغيير الغرفه ولم يتم تنفيذ ذلك او الاعتذار عن عدم القدره تم الرفع بشكوى لإداره الفندق ولكن للاسف حتى اليوم لم يتم الرد عليه,negative,HARD,0
“جميل”. الموقع والقرب من الحرم وتجاوب من طاقم الفندق. وضع شبكات الواي فاي لمدة ٢٤ ساعة فقط لمن سيقيم أكثر من يوم وهذا شي غير جيد وايضاً عدم وجود قنوات رياضة ورفض المقيم احضار جهاز الاستقبال معه فقط,positive,HARD,2
